ALB ,BSG 
CST3 ,KLK3 
CST3 ,CTSL 
CST3 ,CFH 
CST3 ,F7 
CST3 ,F7
CST3 ,C4A 
CST3 ,PF4V1 
CST3 ,ITIH1 
CST3 ,PRSS3 
CST3 ,ADRA1B 
CST3 ,OR3A2 
CST3 ,DCD 
CST3 ,SLC1A5
CST3 ,OR2T6 
CST3 ,RYR2 
CST3 ,OR8D2 
KNG1 ,F11 
KNG1 ,KLKB1 
KNG1 ,ITGB2 
KNG1 ,THBS1 
KNG1 ,BDKRB1 
KNG1 ,PLAUR 
KNG1 ,C1QBP 
KNG1,F11 
KNG1,THBS1 
KNG1,PLAUR
PDGFB ,COL1A1 
PDGFB ,PDGFA 
PDGFB ,PDGFRB 
PDGFB ,PDGFRA 
PDGFB ,LRP1 
PDGFB,COL1A1 
PDGFB,THBS1 
PDGFB,PDGFRB 
PDGFB,PDGFRA 
PDGFB,HSPG2 
PDGFB,LRP1 
LDLR ,APOE 
LDLR ,APOH 
LDLR ,ITGB2 
LDLR ,CTSD 
LDLR ,ITGA4 
LDLR ,HSP90B1 
LDLR ,ITGAL 
LDLR ,CALR 
LDLR ,LRPAP1 
LDLR ,KIR3DL1 
LDLR ,KIR3DL2 
LDLR ,HSPA13 
LDLR ,EFEMP1 
LDLR ,CHI3L2 
LDLR ,SDF2 
LDLR ,PCSK9 
LDLR ,SDF4 
LDLR ,ERP44 
LDLR ,SDF2L1 
LDLR ,UGGT1 
LDLR ,HYOU1 
EGF ,ERBB2
EGF ,ERBB3 
EGF ,GRK2 
TGFA ,ERBB2
TGFA ,ERBB4
TGFB1 ,APP 
TGFB1 ,ITGAV 
TGFB1 ,LAMB1 
TGFB1 ,THBS1 
TGFB1 ,MMP2 
TGFB1 ,ITGB6 
TGFB1 ,ITGB8 
TGFB1 ,TGFBR1 
TGFB1 ,MMP14 
TGFB1 ,TGFB2 
TGFB1 ,TGFBR3 
TGFB1 ,SCUBE3 
TGFB1 ,LTBP4 
TGFB1 ,TGFBR2 
TGFB1 ,LTBP3 
NGF ,NTRK1
NGF ,NGFR 
NGF ,SORT1 
NGF ,SORT1
GNRH1 ,GNRHR
NPPA ,NPR1 
OXT ,ESR2 
AVP ,AVPR2 
AVP ,AVPR1A 
POMC ,MC4R 
POMC ,MC5R 
POMC ,MC1R 
PENK ,OPRM1 
CGA ,TSHB 
CGA ,FSHB 
CGA ,PTN 
CGA ,LHCGR 
CGA ,FSHR 
TSHB ,TSHR
FSHB ,FSHR 
LHB ,LHCGR 
PRL ,PRLR 
PRL ,PRLR
GH2 ,GHR 
TG ,APCS 
TG ,P4HB 
TG ,ASGR1 
TG ,HSP90B1 
TG ,HYOU1 
PTH ,PTH1R 
VIP ,DPP4 
VIP ,VIPR1 
VIP ,AVPR1A 
VIP ,FAP 
IGF2 ,INSR 
IGF2 ,IGF1R 
IGF2 ,IGFBP1 
IGF2 ,IGF2R 
IGF2 ,IDE 
IGF2 ,IGFBP3 
IGF2 ,IGFBP2 
IGF2 ,IGFBP4 
IGF2 ,IGFBP6 
IGF2 ,IGFBP5 
IGF2 ,CCN3 
IGF2 ,IGFBP7 
IGF2 ,CRELD2 
GAST ,TF 
LTA ,TNFRSF1B 
LTA ,LTB 
LTA ,TNFRSF14 
TNF ,IFNG 
TNF ,DCN
TNF ,CSF1 
TNF ,SCG2 
TNF ,TNFRSF1A 
TNF ,TNFRSF1B 
TNF ,BGN 
TNF ,PTPRZ1 
TNF ,SPOCK1 
TNF ,TRAF2 
TNF ,ADAM9
TNF ,MMP17 
IFNA2 ,IFNAR1 
IFNA2 ,IFNAR2 
IFNB1 ,IFNAR1 
IFNB1 ,IFNAR2 
IFNB1 ,IFNAR2
IFNG ,IFNGR1 
IL1B ,IL1R1 
IL1B ,IL1R2 
IL1B ,IL1RAP 
IL2RA ,CD4 
IL2RA ,ICAM1 
IL2RA ,IL2RB 
IL2RA ,IL2RG 
IL2RA ,IL2 
JCHAIN ,CD79A
CD4 ,P02789
CD4 ,ANXA1 
CD4 ,ANXA2 
CD4 ,RPSA 
CD4 ,CCR5 
CD4 ,CXCR4 
CD8A ,PTPRC 
CD8A ,LGALS1 
PIGR ,APOA1 
PIGR ,FGA 
PIGR ,FGB 
PIGR ,TFRC 
PIGR ,TF 
PIGR ,AMY2A 
PIGR ,ITGB1 
PIGR ,ITGAV 
PIGR ,CTSD 
PIGR ,PSAP 
PIGR ,GUSB 
PIGR ,ITGA5 
PIGR ,CLU 
PIGR ,LAMC1 
PIGR ,IGF2R 
PIGR ,FOLR1 
PIGR ,CD44 
PIGR ,M6PR 
PIGR ,COL5A1 
PIGR ,ITGA3 
PIGR ,L1CAM 
PIGR ,FBN1 
PIGR ,BSG 
PIGR ,BTD 
PIGR ,HSPA13 
PIGR ,PPT1 
PIGR ,ATP1B3 
PIGR ,LGALS3BP 
PIGR ,P3H1 
PIGR ,TREML2 
PIGR ,CD276 
PIGR ,SCARB1 
PIGR ,TSPEAR 
PIGR ,SIAE 
PIGR ,DMBT1 
PIGR ,PCYOX1 
PIGR ,DPP7 
PIGR ,HYOU1 
HLA-DRA ,CD74 
HLA-DRA ,HSP90B1 
HLA-DQA2 ,HLA-DQB1 
HLA-DQA2 ,HLA-DQB1 
HLA-DQA1 ,HLA-DQB1 
HLA-DQA1 ,CD74 
HLA-DQA1 ,HLA-DQB1 
COL1A1 ,VWF 
COL1A1 ,ITGB1 
COL1A1 ,DCN
COL1A1 ,COL1A2 
COL1A1 ,NID1 
COL1A1 ,IGFBP3 
COL1A1 ,COL5A1 
COL1A1 ,LUM 
COL1A1 ,ITGA11 
COL2A1 ,FN1 
COL2A1 ,THBS1 
COL2A1 ,ANXA5 
COL2A1 ,COL11A1 
COL2A1 ,COL6A1 
COL2A1 ,COL11A2 
COL2A1 ,MAG 
COL2A1 ,DDR1 
COL2A1 ,COL9A3 
COL2A1,COL4A1 
COL2A1,MMP1 
COL2A1,THBS1 
COL2A1,ITGA2B
COL2A1,COL4A2 
COL2A1,ANXA5 
COL2A1,COL6A1 
COL2A1,MAG
COL2A1,COMP 
COL2A1,DDR1
COL2A1,COL9A3 
COL2A1,LOXL4 
COL3A1 ,THBS1 
COL4A1 ,FN1 
COL4A1 ,SERPINE2
COL4A1 ,COL4A2 
COL4A1 ,COL6A1 
COL4A1 ,NID1 
COL4A1 ,ACHE
APOA1 ,APOE 
APOA1 ,APOA2 
APOA1 ,APOC2 
APOA1 ,FGA 
APOA1 ,FGB 
APOA1 ,C1QA 
APOA1 ,C1QC 
APOA1 ,FN1 
APOA1 ,AHSG 
APOA1 ,ALB 
APOA1 ,PPBP 
APOA1 ,TF 
APOA1 ,HPX 
APOA1 ,KRT1 
APOA1 ,SERPIND1 
APOA1 ,GSN 
APOA1 ,KLK3 
APOA1 ,PRSS1 
APOA1 ,CTSL 
APOA1 ,CFH 
APOA1 ,F7 
APOA1 ,F7
APOA1 ,C4A 
APOA1 ,PF4V1 
APOA1 ,CLU 
APOA1 ,FGFR1 
APOA1 ,ELN 
APOA1 ,ITGA2 
APOA1 ,ITIH1 
APOA1 ,RYR1 
APOA1 ,RYR1
APOA1 ,AOAH 
APOA1 ,PRSS3 
APOA1 ,ADRA1B 
APOA1 ,SAA4 
APOA1 ,DCC 
APOA1 ,OR3A2 
APOA1 ,TGM4 
APOA1 ,GDF10 
APOA1 ,DCD 
APOA1 ,RUNX1 
APOA1 ,RUNX1
APOA1 ,PAPPA 
APOA1 ,ICAM4 
APOA1 ,SLC1A5 
APOA1 ,SLC1A5
APOA1 ,LTBP4 
APOA1 ,OR5H6 
APOA1 ,OR2T6 
APOA1 ,SMPDL3A 
APOA1 ,RYR2 
APOA1 ,OR8D2 
APOA1 ,GABBR1 
APOE ,APOA2 
APOE ,APOC2 
APOE ,ALB 
APOE ,PPBP 
APOE ,TFRC 
APOE ,HPX 
APOE ,ALDOA 
APOE ,KRT1 
APOE ,S100A8 
APOE ,ITGB1 
APOE ,KLK3 
APOE ,CTSD 
APOE ,ANXA2 
APOE ,PRSS1 
APOE ,CTSL 
APOE ,ITGA5 
APOE ,F7
APOE ,HMGB1 
APOE ,CTSH 
APOE ,PF4V1 
APOE ,IGF2R 
APOE ,ITGA4 
APOE ,PKM 
APOE ,ITGA2 
APOE ,VCAM1 
APOE ,ITIH1 
APOE ,HMGB2 
APOE ,S100A7 
APOE ,ADRA1B 
APOE ,DCC 
APOE ,OR3A2 
APOE ,PPT1 
APOE ,DCD 
APOE ,SLC1A5 
APOE ,SLC1A5
APOE ,OR2T6 
APOE ,RYR2 
APOE ,LOXL4 
APOE ,OR8D2 
APOA2 ,APOC2 
APOA2 ,FGA 
APOA2 ,FN1 
APOA2 ,AHSG 
APOA2 ,ALB 
APOA2 ,PPBP 
APOA2 ,HPX 
APOA2 ,KRT1 
APOA2 ,GSN 
APOA2 ,KLK3 
APOA2 ,PRSS1 
APOA2 ,PSAP 
APOA2 ,CTSL 
APOA2 ,CFH 
APOA2 ,F7 
APOA2 ,F7
APOA2 ,C4A 
APOA2 ,PF4V1 
APOA2 ,CDH1 
APOA2 ,ITGA2 
APOA2 ,ITIH1 
APOA2 ,GRN 
APOA2 ,RYK 
APOA2 ,PRSS3 
APOA2 ,ADRA1B 
APOA2 ,DCC 
APOA2 ,OR3A2 
APOA2 ,DCD 
APOA2 ,SLC1A5 
APOA2 ,SLC1A5
APOA2 ,OR2T6 
APOA2 ,RYR2 
APOA2 ,OR8D2 
APOC2 ,FGA 
APOC2 ,FN1 
APOC2 ,AHSG 
APOC2 ,ALB 
APOC2 ,PPBP 
APOC2 ,HPX 
APOC2 ,KRT1 
APOC2 ,GSN 
APOC2 ,KLK3 
APOC2 ,CTSL 
APOC2 ,CFH 
APOC2 ,F7 
APOC2 ,F7
APOC2 ,C4A 
APOC2 ,PF4V1 
APOC2 ,ITIH1 
APOC2 ,PRSS3 
APOC2 ,ADRA1B 
APOC2 ,OR3A2 
APOC2 ,DCD 
APOC2 ,SLC1A5
APOC2 ,OR2T6 
APOC2 ,RYR2 
APOC2 ,OR8D2 
FGA ,FGB 
FGA ,FGG 
FGA ,C1QA 
FGA ,C1QC 
FGA ,FN1 
FGA ,AHSG 
FGA ,ALB 
FGA ,PPBP 
FGA ,TF 
FGA ,HPX 
FGA ,KRT1 
FGA ,SERPIND1 
FGA ,GSN 
FGA ,KLK3 
FGA ,CTSL 
FGA ,THBS1 
FGA ,CFH 
FGA ,F7 
FGA ,C4A 
FGA ,PF4V1 
FGA ,CLU 
FGA ,FGFR1 
FGA ,NID1 
FGA ,ELN 
FGA ,ITIH1 
FGA ,AOAH 
FGA ,PRSS3 
FGA ,ADRA1B 
FGA ,SAA4 
FGA ,OR3A2 
FGA ,TGM4 
FGA ,GDF10 
FGA ,DCD 
FGA ,PAPPA 
FGA ,ICAM4 
FGA ,LTBP4 
FGA ,OR2T6 
FGA ,SMPDL3A 
FGA ,RYR2 
FGA ,OR8D2 
FGA ,GABBR1 
FGA,FGB 
FGA,FGG 
FGB ,FGG 
FGB ,TF 
FGB ,NID1 
FGG ,HRG 
FGG ,F13B 
FGG ,ICAM1 
FGG,F13B 
CLPS ,PNLIP 
CHRNA1 ,CHRNG 
CHRNA1 ,CHRNE 
CHRNA1 ,ITGA7 
CHRNA1,CHRNG 
CHRNA1,CHRNE 
CHRNA1,CHRND 
CHRNA1,ITGA7
CRP ,APCS 
CRP ,FN1 
CRP ,FCGR1A 
CRP ,FCGR2A 
CRP ,FCGR2A
CRP ,FCAR 
CRP ,FCN2 
CRP ,LAMC3 
APCS ,FN1 
APCS ,FCGR3A 
APCS ,FCGR1A 
APCS ,LAMA1 
C1QA ,C1QB 
C1QA ,C1QC 
C1QA ,FN1 
C1QA ,HRG 
C1QA ,KRT1 
C1QA ,CTSL 
C1QA ,CLU 
C1QA ,CR1 
C1QA ,C1QBP 
C1QA ,LRP1 
C1QA ,SFTPA1 
C1QA ,SMPDL3A 
C1QA ,CD93 
C1QB ,C1QC 
C1QB ,HRG 
C1QB ,DEFA1 
C1QB ,LRP1 
C1QB ,MYOC 
C1QB ,EDA2R 
C1QC ,FN1 
C1QC ,KRT1 
C1QC ,CTSL 
C1QC ,CLU 
C1QC ,LRP1 
C1QC ,SMPDL3A 
C9 ,C8A 
C9 ,C8B 
C9 ,CLU 
APOH ,ANXA2 
APOH ,LRP2 
APOH ,LRP8 
LRG1 ,ENG 
LRG1 ,TGFBR1 
LRG1 ,ACVRL1 
FN1 ,AHSG 
FN1 ,ALB 
FN1 ,PPBP 
FN1 ,TFRC 
FN1 ,TF 
FN1 ,HPX 
FN1 ,ALDOA 
FN1 ,ANXA1 
FN1 ,PDGFA 
FN1 ,HRG 
FN1 ,KRT1 
FN1 ,ITGB3 
FN1 ,SERPIND1 
FN1 ,ITGB1 
FN1 ,GSN 
FN1 ,ITGAV 
FN1 ,KLK3 
FN1 ,ANXA2 
FN1 ,CTSL 
FN1 ,THBS1 
FN1 ,COL1A2 
FN1 ,MMP2 
FN1 ,ITGA2B 
FN1 ,CFH 
FN1 ,ITGA5 
FN1 ,F7 
FN1 ,LGALS1 
FN1 ,HMGB1 
FN1 ,C4A 
FN1 ,PF4V1 
FN1 ,CLU 
FN1 ,FGFR1 
FN1 ,IGF2R 
FN1 ,COL6A1 
FN1 ,ITGA4 
FN1 ,HGF 
FN1 ,PKM 
FN1 ,ELN 
FN1 ,IGFBP3 
FN1 ,ITGB6 
FN1 ,ITIH1 
FN1 ,RYR1 
FN1 ,COL8A2 
FN1 ,HMGB2 
FN1 ,AOAH 
FN1 ,COL4A5 
FN1 ,PRSS3 
FN1 ,ADRA1B 
FN1 ,SAA4 
FN1 ,OR3A2 
FN1 ,CCN3 
FN1 ,TGM4 
FN1 ,GDF10 
FN1 ,DCD 
FN1 ,HSPG2 
FN1 ,RUNX1 
FN1 ,C1QBP 
FN1 ,PAPPA 
FN1 ,ICAM4 
FN1 ,MIA 
FN1 ,P3H1 
FN1 ,SAR1A 
FN1 ,LTBP4 
FN1 ,OR5H6 
FN1 ,OR2T6 
FN1 ,SMPDL3A 
FN1 ,RYR2 
FN1 ,ADIPOR1 
FN1 ,AP2M1 
FN1 ,ERBIN 
FN1 ,MYOC 
FN1 ,OR8D2 
FN1 ,SDF2L1 
FN1 ,GABBR1 
RBP4 ,ALB 
AHSG ,ALB 
AHSG ,PPBP 
AHSG ,TFRC 
AHSG ,HPX 
AHSG ,ALDOA 
AHSG ,ANXA1 
AHSG ,KRT1 
AHSG ,ITGB1 
AHSG ,INSR 
AHSG ,GSN 
AHSG ,P4HB 
AHSG ,CFH 
AHSG ,F7 
AHSG ,ANXA5 
AHSG ,TACSTD2 
AHSG ,C4A 
AHSG ,PF4V1 
AHSG ,PKM 
AHSG ,HSP90B1 
AHSG ,CD44 
AHSG ,ITGB4 
AHSG ,ITGA2 
AHSG ,ITIH1 
AHSG ,CALR 
AHSG ,PRDX5 
AHSG ,PRSS3 
AHSG ,BSG 
AHSG ,OR3A2 
AHSG ,DCD 
AHSG ,RYR2 
AHSG ,MYDGF 
AHSG ,OR8D2 
AHSG ,LY96
ALB ,PPBP 
ALB ,TFRC 
ALB ,TF 
ALB ,HPX 
ALB ,ALDOA 
ALB ,KRT1 
ALB ,S100A8 
ALB ,SERPIND1 
ALB ,ITGB1 
ALB ,GSN 
ALB ,KLK3 
ALB ,ANXA2 
ALB ,PRSS1 
ALB ,CTSL 
ALB ,CTSB 
ALB ,THBS1 
ALB ,CFH 
ALB ,F7 
ALB ,F7
ALB ,RPSA 
ALB ,ALPI 
ALB ,C4A 
ALB ,PF4V1 
ALB ,CLU 
ALB ,FGFR1 
ALB ,ELN 
ALB ,ITGA2 
ALB ,ITIH1 
ALB ,MAG 
ALB ,MSR1 
ALB ,RYR1 
ALB ,RYR1
ALB ,TNXB 
ALB ,COL8A2 
ALB ,AOAH 
ALB ,PRSS3 
ALB ,ADRA1B 
ALB ,SAA4 
ALB ,DCC 
ALB ,OR3A2 
ALB ,TGM4 
ALB ,GDF10 
ALB ,FCGRT 
ALB ,DCD 
ALB ,C1QBP 
ALB ,PAPPA 
ALB ,ICAM4 
ALB ,CDSN 
ALB ,SLC1A5 
ALB ,SLC1A5
ALB ,SDF2 
ALB ,ANKAR 
ALB ,LTBP4 
ALB ,OR2T6 
ALB ,RYR2 
ALB ,ERP44 
ALB ,OR8D2 
ALB ,CRISPLD2 
ALB ,GABBR1 
ALB ,ITGA11 
ALB ,NOTCH3 
AFP ,HMGB1 
AFP ,CCR5 
PPBP ,HPX 
PPBP ,KRT1 
PPBP ,GSN 
PPBP ,KLK3 
PPBP ,CTSL 
PPBP ,CFH 
PPBP ,F7 
PPBP ,F7
PPBP ,C4A 
PPBP ,PF4V1 
PPBP ,ITIH1 
PPBP ,EFNA1
PPBP ,NR4A1 
PPBP ,PRSS3 
PPBP ,ADRA1B 
PPBP ,OR3A2 
PPBP ,DCD 
PPBP ,SLC1A5
PPBP ,OR2T6 
PPBP ,RYR2 
PPBP ,OR8D2 
PF4 ,PROC 
PF4 ,THBS1 
PF4 ,FGF2 
PF4 ,SRGN 
PF4 ,CXCL8 
PF4 ,CXCR3 
CXCL10 ,VCAN 
CXCL10 ,DPP4 
CXCL10 ,CXCR3 
CXCL10 ,CCR3 
CXCL10 ,IGFBP7 
TFRC ,ALDOA 
TFRC ,ANXA1 
TFRC ,KRT1 
TFRC ,ERBB2 
TFRC ,S100A8 
TFRC ,ITGB1 
TFRC ,ITGAV 
TFRC ,P4HB 
TFRC ,CTSD 
TFRC ,ANXA2 
TFRC ,PSAP 
TFRC ,HSP90AA1
TFRC ,GUSB 
TFRC ,ITGA5 
TFRC ,ANXA5 
TFRC ,RPSA 
TFRC ,LGALS1 
TFRC ,HMGB1 
TFRC ,CTSH 
TFRC ,TACSTD2 
TFRC ,ALPI 
TFRC ,CLU 
TFRC ,LAMC1 
TFRC ,IGF2R 
TFRC ,GP1BB 
TFRC ,ITGA4 
TFRC ,PKM 
TFRC ,HSP90B1 
TFRC ,FOLR1 
TFRC ,CD44 
TFRC ,ITGB4 
TFRC ,ITGA2 
TFRC ,VCAM1 
TFRC ,M6PR 
TFRC ,COL5A1 
TFRC ,CD9 
TFRC ,TNXB 
TFRC ,ITGA6 
TFRC ,ITGA3 
TFRC ,HMGB2 
TFRC ,CALR 
TFRC ,PRDX5 
TFRC ,S100A7 
TFRC ,L1CAM 
TFRC ,FBN1 
TFRC ,BSG 
TFRC ,BTD 
TFRC ,HSPA13 
TFRC ,PPT1 
TFRC ,HNRNPM 
TFRC ,YARS1 
TFRC ,ATP1B3 
TFRC ,B2M 
TFRC ,HSPG2 
TFRC ,C1QBP 
TFRC ,LGALS3BP 
TFRC ,SLC1A5 
TFRC ,HFE 
TFRC ,HFE
TFRC ,P3H1 
TFRC ,HSD17B12 
TFRC ,SAR1A 
TFRC ,TREML2 
TFRC ,CD276 
TFRC ,SV2A 
TFRC ,TSPAN14 
TFRC ,SCARB1 
TFRC ,TSPEAR 
TFRC ,MYDGF 
TFRC ,AP2M1 
TFRC ,SDF4 
TFRC ,SIAE 
TFRC ,S100A14 
TFRC ,PCYOX1 
TFRC ,DPP7 
TFRC ,STOML2 
TFRC ,NOTCH3 
TFRC ,HYOU1 
TF ,HPX 
TF ,KRT1 
TF ,S100A8 
TF ,SERPIND1 
TF ,ANXA2 
TF ,CTSL 
TF ,F7 
TF ,LGALS1 
TF ,CLU 
TF ,IGFBP3 
TF ,IGFBP2 
TF ,RYR1 
TF ,IGFBP4 
TF ,IGFBP5 
TF ,CALR 
TF ,PRSS3 
TF ,TGM4 
TF ,GDF10 
TF ,LCN2 
TF ,RUNX1 
TF ,CDSN 
TF ,HFE 
TF ,P3H1 
TF ,ADIPOR1 
TF ,ERBIN 
TF ,SDF2L1 
TF ,TFR2 
TF ,LAMC3 
LTF ,ANXA1 
LTF ,ELANE 
LTF ,CTSG 
LTF ,PIP 
LTF ,DEFA4 
LTF ,TCN1 
LTF ,PRTN3 
LTF ,AZGP1 
LTF ,LCN1 
LTF ,DEFA1 
LTF ,DEFA3 
LTF ,B2M 
LTF ,LRP1 
LTF ,WFDC2 
LTF ,BPIFB1 
LTF ,ITLN1 
LTF ,BPIFA1 
LTF ,DMBT1 
HPX ,KRT1 
HPX ,GSN 
HPX ,KLK3 
HPX ,CTSL 
HPX ,CFH 
HPX ,F7 
HPX ,F7
HPX ,C4A 
HPX ,PF4V1 
HPX ,ITIH1 
HPX ,PRSS3 
HPX ,ADRA1B 
HPX ,OR3A2 
HPX ,LCN2 
HPX ,DCD 
HPX ,SLC1A5
HPX ,OR2T6 
HPX ,RYR2 
HPX ,OR8D2 
STATH,OVGP1 
STATH,OPRPN 
BGLAP ,CTSD 
BGLAP ,CTSB 
ANG ,TDGF1 
ANG ,FST
ANG ,TNFSF8 
ANG ,ABCG8 
MMP1 ,COL1A2 
MMP1 ,TFPI
MMP1 ,CCL2 
MMP1 ,IGFBP3 
MMP1 ,CXCL2 
MMP1 ,CMA1 
MMP1 ,BSG 
MMP1 ,BSG
MMP1 ,CXCL5 
MMP1 ,CCL7 
MMP1 ,CXCL6 
MMP1 ,BCAN 
FGF1 ,FGF2 
FGF1 ,FGF7 
FGF1 ,FGFR2 
FGF1 ,FGFR2
FGF2 ,FGF7 
FGF2 ,FGFR2 
FGF2 ,FGFR2
AMH ,AMHR2 
AMH ,ARL8B 
SLPI ,KLK3 
SLPI ,CTSB 
C4BPA ,LBP 
C4BPA ,LRP1 
C4BPA ,BMPR2 
PLA2G1B ,CSF3R
PROC ,SERPINA5 
PROC ,F5 
PROC ,MMP15 
PROC ,PROCR 
ALDOA ,ANXA1 
ALDOA ,KRT1 
ALDOA ,S100A8 
ALDOA ,ITGB1 
ALDOA ,ITGAV 
ALDOA ,P4HB 
ALDOA ,CTSD 
ALDOA ,ANXA2 
ALDOA ,CTSB 
ALDOA ,HSP90AA1
ALDOA ,THBS1 
ALDOA ,MMP2 
ALDOA ,ITGA5 
ALDOA ,ANXA5 
ALDOA ,RPSA 
ALDOA ,LGALS1 
ALDOA ,HMGB1 
ALDOA ,CTSH 
ALDOA ,TACSTD2 
ALDOA ,CLU 
ALDOA ,IGF2R 
ALDOA ,ITGA4 
ALDOA ,PKM 
ALDOA ,PKM
ALDOA ,HSP90B1 
ALDOA ,CD44 
ALDOA ,ITGB4 
ALDOA ,ITGA2 
ALDOA ,VCAM1 
ALDOA ,MAG 
ALDOA ,MSR1 
ALDOA ,S100A4 
ALDOA ,HMGB2 
ALDOA ,CALR 
ALDOA ,PRDX5 
ALDOA ,S100A7 
ALDOA ,BSG 
ALDOA ,SERPINF1 
ALDOA ,PTGDS 
ALDOA ,PPT1 
ALDOA ,DCD 
ALDOA ,HSPG2 
ALDOA ,MUC2 
ALDOA ,C1QBP 
ALDOA ,LGALS3BP 
ALDOA ,PRDX4 
ALDOA ,P3H1 
ALDOA ,SAR1A 
ALDOA ,ANKAR 
ALDOA ,NAXE 
ALDOA ,MYDGF 
ALDOA ,AP2M1 
ALDOA ,MYOC 
ALDOA ,CRISPLD2 
ALDOA ,PTPRH 
ALDOA ,IL20RA 
ALDOA ,ITGA11 
ALDOA ,HYOU1 
ALDOA ,FCGBP 
ANXA1 ,APOB 
ANXA1 ,KRT1 
ANXA1 ,ERBB2 
ANXA1 ,S100A8 
ANXA1 ,ITGB1 
ANXA1 ,ITGAV 
ANXA1 ,P4HB 
ANXA1 ,ANXA2 
ANXA1 ,HSP90AA1
ANXA1 ,ELANE 
ANXA1 ,CTSG 
ANXA1 ,MET 
ANXA1 ,ITGA5 
ANXA1 ,ANXA5 
ANXA1 ,RPSA 
ANXA1 ,LGALS1 
ANXA1 ,HMGB1 
ANXA1 ,TACSTD2 
ANXA1 ,PTPRF 
ANXA1 ,IGF2R 
ANXA1 ,PIP 
ANXA1 ,CDH1 
ANXA1 ,DEFA4 
ANXA1 ,ITGA4 
ANXA1 ,PKM 
ANXA1 ,HSP90B1 
ANXA1 ,CD44 
ANXA1 ,ITGB4 
ANXA1 ,ITGA2 
ANXA1 ,VCAM1 
ANXA1 ,FPR1 
ANXA1 ,ENPP1 
ANXA1 ,PTPRD 
ANXA1 ,PRTN3 
ANXA1 ,HMGB2 
ANXA1 ,CALR 
ANXA1 ,PRDX5 
ANXA1 ,BSG 
ANXA1 ,DEFA1 
ANXA1 ,DEFA3 
ANXA1 ,HSPG2 
ANXA1 ,C1QBP 
ANXA1 ,SAR1A 
ANXA1 ,NELL1 
ANXA1 ,GLG1 
ANXA1 ,MYDGF 
ANXA1 ,AP2M1 
ANXA1 ,SERAC1 
ANXA1 ,EMILIN3 
ANXA1 ,DMBT1 
ANXA1 ,COL17A1 
APOB ,ERBB2 
APOB ,MET 
APOB ,PTPRF 
APOB ,LIPC 
APOB ,CDH1 
APOB ,HSP90B1 
APOB ,ITGB4 
APOB ,LGALS3 
APOB ,BGN 
APOB ,PTPRD 
APOB ,CALR 
APOB ,LRP2 
APOB ,PRDX4 
APOB ,NELL1 
APOB ,AP2M1 
APOB ,SERAC1 
APOB ,COL17A1 
CLPS ,PNLIP 
CSF2 ,CSF2RA 
CSF2 ,CSF2RA
CSF2 ,KITLG 
CSF2 ,IL3RA 
CSF2 ,CSF2RB 
TFF1 ,MUC6 
TFF1 ,GKN2 
TFF1 ,SIGLEC8 
HRG ,THBS1 
HRG ,FCGR1A 
A1BG ,ANXA7 
A1BG ,SNCA 
A1BG ,CRISP3 
CD74,CD1D 
CD74,HLA-DPA1 
CD74,HLA-DQB1 
KRT1 ,ERBB2 
KRT1 ,S100A8 
KRT1 ,SERPIND1 
KRT1 ,ITGB1 
KRT1 ,GSN 
KRT1 ,ITGAV 
KRT1 ,KLK3 
KRT1 ,CTSD 
KRT1 ,ANXA2 
KRT1 ,PRSS1 
KRT1 ,CTSL 
KRT1 ,HSP90AA1
KRT1 ,CFH 
KRT1 ,ITGA5 
KRT1 ,F7 
KRT1 ,F7
KRT1 ,RPSA 
KRT1 ,LGALS1 
KRT1 ,HMGB1 
KRT1 ,CTSH 
KRT1 ,ALPI 
KRT1 ,C4A 
KRT1 ,PF4V1 
KRT1 ,CLU 
KRT1 ,MBL2 
KRT1 ,FGFR1 
KRT1 ,IGF2R 
KRT1 ,CDH1 
KRT1 ,GP1BB 
KRT1 ,ITGA4 
KRT1 ,PKM 
KRT1 ,ELN 
KRT1 ,ITGA2 
KRT1 ,VCAM1 
KRT1 ,ITIH1 
KRT1 ,TNXB 
KRT1 ,HMGB2 
KRT1 ,AOAH 
KRT1 ,EPHA2 
KRT1 ,S100A7 
KRT1 ,PRSS3 
KRT1 ,ADRA1B 
KRT1 ,SAA4 
KRT1 ,DCC 
KRT1 ,OR3A2 
KRT1 ,TGM4 
KRT1 ,PPT1 
KRT1 ,HNRNPM 
KRT1 ,YARS1 
KRT1 ,EPHB4 
KRT1 ,GDF10 
KRT1 ,DCD 
KRT1 ,HSPG2 
KRT1 ,EFNB1 
KRT1 ,RUNX1 
KRT1 ,RUNX1
KRT1 ,C1QBP 
KRT1 ,PAPPA 
KRT1 ,ICAM4 
KRT1 ,SLC1A5 
KRT1 ,SLC1A5
KRT1 ,SAR1A 
KRT1 ,LTBP4 
KRT1 ,OR5H6 
KRT1 ,OR2T6 
KRT1 ,SMPDL3A 
KRT1 ,RYR2 
KRT1 ,AP2M1 
KRT1 ,OR8D2 
KRT1 ,GABBR1 
KRT1 ,NOTCH3 
S100B ,GUCY2D 
S100B ,AGER
VWF ,ITGB3 
VWF ,ITGAV 
SHBG ,COL1A2 
SHBG ,PTGDS 
SHBG ,SEMA3F 
SHBG ,KLK4 
SEMG1 ,SEMG2 
SEMG1,KLK3 
ERBB2 ,ANXA2 
ERBB2 ,PTPRC 
ERBB2 ,MET 
